timestamp,temperature,humidity,co2,light,day,ready_to_harvest
2025-05-01 06:00:00,25.829899487275846,89.36075874178539,1188.0312373470053,179.1365212729694,0,0
2025-05-01 06:05:00,26.313474401287532,86.94905594564558,1137.6611157523998,210.47551601119028,0,0
2025-05-01 06:10:00,26.265053629926918,88.73817626752309,1098.9134656407675,205.72067058221435,0,0
2025-05-01 06:15:00,25.5009652735799,88.34117987935572,1090.5559016122882,193.008007780734,0,0
2025-05-01 06:20:00,26.010595771843356,87.54883005368981,1132.20956214274,188.52143628355049,0,0
2025-05-01 06:25:00,26.696888818948054,87.71448005254382,1143.765813812466,200.52217368303383,0,0
2025-05-01 06:30:00,24.55834074501814,90.51316861468902,1149.6761086850847,187.8044609348489,0,0
2025-05-01 06:35:00,26.792133018654297,89.89949532416668,1152.2209162490783,190.8696732548548,0,0
2025-05-01 06:40:00,24.621493985226756,87.76754650292952,1099.0700124181983,192.91652241730745,0,0
2025-05-01 06:45:00,25.09404424082899,88.04207976994043,1181.783902992306,204.32723568549645,0,0
2025-05-01 06:50:00,23.693251221263342,85.68833670684717,1192.653212363089,190.85258495057337,0,0
2025-05-01 06:55:00,26.12954433267707,89.00552882683091,1104.9587154691792,210.24807235428744,0,0
2025-05-01 07:00:00,26.167100971255124,86.61698525582598,1247.307656261486,215.78809426909675,0,0
2025-05-01 07:05:00,25.766330699443092,90.61252821869175,1097.653211491286,221.25660777563243,0,0
2025-05-01 07:10:00,25.62881859172345,90.91406171693622,1153.304169049754,196.72076457723065,0,0
2025-05-01 07:15:00,24.895470567537878,84.41966034600549,1154.7585778522928,201.1244376994033,0,0
2025-05-01 07:20:00,26.20838573050851,84.99521641936651,1051.0757473992574,214.48890822938944,0,0
2025-05-01 07:25:00,26.920407426804992,88.20777093831576,1101.5289977176658,202.77899174104672,0,0
2025-05-01 07:30:00,25.93048818072784,83.06962501272146,1143.042121269935,204.18961015217252,0,0
2025-05-01 07:35:00,24.671068335892024,83.70707866770013,1252.145354771307,197.3342891218759,0,0
2025-05-01 07:40:00,27.729548648076356,85.61653548882133,1208.0757676205665,214.37677780992743,0,0
2025-05-01 07:45:00,26.09208643396356,88.56317960726551,1240.1596640902217,223.1309623708555,0,0
2025-05-01 07:50:00,25.560191094157556,88.34466160872043,1174.9098829203688,202.3807642154921,0,0
2025-05-01 07:55:00,25.090072738547565,87.09163185794193,1189.8918287058825,207.21450729038224,0,0
2025-05-01 08:00:00,25.329606118229933,85.82198971018585,1057.710716734366,235.25292564267625,0,0
2025-05-01 08:05:00,25.627940661535614,86.29861959231476,1110.0344957491095,225.8206517453953,0,0
2025-05-01 08:10:00,26.07038229926352,85.263304144424,1191.3300697460595,221.61339588491657,0,0
2025-05-01 08:15:00,25.76906635036736,87.72203997839704,1209.0100247660891,241.4623795333439,0,0
2025-05-01 08:20:00,26.23308189731652,84.032943586695,1082.5070737474805,214.14078478343245,0,0
2025-05-01 08:25:00,23.679171396941147,83.23915550337956,1048.8273004236596,220.99433984470755,0,0
2025-05-01 08:30:00,26.203069022182326,85.38088309415758,1097.9146083999515,223.64993167875204,0,0
2025-05-01 08:35:00,25.600633842737395,84.85962502402572,989.6843101348646,218.6317522044529,0,0
2025-05-01 08:40:00,25.256308998029883,86.28228314512843,1095.2963397087735,220.85598374702428,0,0
2025-05-01 08:45:00,24.31536998937576,83.11079663379289,1135.5544826522116,232.92300412614165,0,0
2025-05-01 08:50:00,26.55983037003099,86.73884680143999,1162.0562625686077,225.98911453690064,0,0
2025-05-01 08:55:00,26.627852644188035,84.19148392128852,1176.5019722939044,243.28197317681108,0,0
2025-05-01 09:00:00,23.370242252121084,86.29222347020266,1088.679938384485,240.34287184125137,0,0
2025-05-01 09:05:00,24.221413729416607,86.34451866102013,1109.332825393968,245.83348466141013,0,0
2025-05-01 09:10:00,25.351158363343252,82.14497897837093,1144.8438026344502,246.20349408944924,0,0
2025-05-01 09:15:00,25.26285649170388,84.2720023562441,1168.132470403195,245.8785895710405,0,0
2025-05-01 09:20:00,25.202372933323463,84.55353881560309,1087.7854086828747,234.33404294069533,0,0
2025-05-01 09:25:00,25.969781924749633,80.54761560311914,1130.7165989597565,225.97242197543497,0,0
2025-05-01 09:30:00,26.365859627419404,84.68079411457916,1060.0602904044874,216.7852538410624,0,0
2025-05-01 09:35:00,26.581651339939498,83.1743576735891,1021.7156552694715,237.3227779169395,0,0
2025-05-01 09:40:00,24.72330858450901,82.6458406783499,1085.1831111546178,231.6233971382801,0,0
2025-05-01 09:45:00,24.85538255529269,85.59027650041766,1181.798430251422,228.0444916041652,0,0
2025-05-01 09:50:00,24.976423917954023,84.68752259884805,1142.0954692921605,242.88995742345003,0,0
2025-05-01 09:55:00,23.397918391861893,84.55232025669052,1206.77283278429,232.2680053850324,0,0
2025-05-01 10:00:00,24.022174848847424,81.82664953078049,1165.2087179035082,252.15594684536404,0,0
2025-05-01 10:05:00,22.820664218509098,85.75805823174467,1013.2571540297831,244.3428958813423,0,0
